"","bathrm","hf_bathrm","heat","ac","rooms","bedrm","ayb","yr_rmdl","eyb","stories","saledate","price","gba","style","grade","extwall","kitchens","fireplaces","landarea"
"352",1,0,"Forced Air","N",6,3,1927,NA,1967,2,"1992-10-29 00:00:00",1e+05,1134,"2 Story","Above Average","Wood Siding",1,1,3725
"353",1,0,"Hot Water Rad","Y",6,3,1941,NA,1957,2,"2016-03-31 00:00:00",407100,1232,"2 Story","Above Average","Common Brick",1,1,4368
"354",2,1,"Warm Cool","Y",6,3,1941,NA,1947,2,"2001-01-03 00:00:00",177700,1400,"2 Story","Above Average","Common Brick",1,1,4503
"355",2,1,"Warm Cool","Y",6,4,1942,NA,1957,2,"2011-03-09 00:00:00",344200,1352,"2 Story","Above Average","Common Brick",1,1,3655
"356",1,2,"Warm Cool","Y",6,3,1942,NA,1957,2,"2009-10-27 00:00:00",344500,1334,"2 Story","Above Average","Common Brick",1,1,3868
"357",2,0,"Forced Air","Y",6,3,1926,2002,1964,1.5,"2002-06-26 00:00:00",236000,1528,"1.5 Story Fin","Average","Vinyl Siding",1,1,5988
"358",1,0,"Hot Water Rad","N",5,3,1926,NA,1943,2,"1993-10-20 00:00:00",98100,1008,"2 Story","Average","Wood Siding",1,0,3000
"359",3,1,"Warm Cool","Y",6,3,1926,2009,1964,2,"2010-03-23 00:00:00",419700,1668,"2 Story","Average","Wood Siding",1,0,3500
"360",2,1,"Forced Air","Y",6,3,1927,2011,1964,1.5,"2011-05-20 00:00:00",373000,1330,"1.5 Story Fin","Average","Vinyl Siding",1,1,3928
"361",1,0,"Hot Water Rad","N",7,3,1927,NA,1943,2,"1997-02-05 00:00:00",100400,952,"2 Story","Average","Wood Siding",1,1,3928
"362",2,1,"Hot Water Rad","Y",7,4,1929,2013,1967,2,"2013-10-23 00:00:00",437100,1572,"2 Story","Above Average","Aluminum",1,0,3928
"363",3,1,"Forced Air","Y",8,3,1928,2015,1964,2,"2016-01-15 00:00:00",563300,1012,"2 Story","Average","Wood Siding",1,0,2963
"364",3,0,"Hot Water Rad","N",7,3,1927,NA,1957,2,"2017-03-27 00:00:00",549700,1392,"2 Story","Above Average","Common Brick",1,1,5891
"365",3,0,"Hot Water Rad","N",6,3,1923,2003,1967,2,"2006-08-07 00:00:00",468900,1668,"2 Story","Above Average","Aluminum",1,0,6400
"366",2,0,"Forced Air","Y",8,3,1922,NA,1950,1,"2001-10-17 00:00:00",169200,1008,"1 Story","Average","Wood Siding",1,0,6400
"367",2,1,"Hot Water Rad","N",6,4,1920,2000,1964,1.5,"2005-10-04 00:00:00",433200,1277,"1.5 Story Fin","Average","Aluminum",1,0,6400
"368",2,0,"Warm Cool","Y",6,3,1948,NA,1952,2,"2017-11-16 00:00:00",454600,1400,"2 Story","Above Average","Common Brick",1,1,4123
"369",3,1,"Forced Air","Y",8,4,1940,2018,1967,2,"2018-06-19 00:00:00",698300,1485,"2 Story","Above Average","Common Brick",1,0,4908
"370",1,0,"Hot Water Rad","N",6,3,1940,NA,1954,2,"2013-07-15 00:00:00",347500,1134,"2 Story","Above Average","Common Brick",1,0,5474
"371",2,0,"Forced Air","Y",6,3,1940,2011,1967,2,"2013-11-22 00:00:00",504000,1134,"2 Story","Above Average","Common Brick",1,1,5473
"372",2,1,"Forced Air","Y",7,4,1933,2013,1967,2,"2013-11-18 00:00:00",501300,1536,"2 Story","Above Average","Vinyl Siding",1,1,6300
"373",3,0,"Warm Cool","Y",8,4,1940,2003,1969,2,"2015-06-17 00:00:00",656000,1610,"2 Story","Good Quality","Common Brick",1,1,4000
"374",3,0,"Warm Cool","Y",6,4,1940,2004,1969,2,"2017-04-03 00:00:00",771200,1566,"2 Story","Good Quality","Common Brick",1,1,4800
"375",2,1,"Hot Water Rad","N",7,4,1931,NA,1969,2,"2009-10-15 00:00:00",410600,1438,"2 Story","Good Quality","Common Brick",1,1,5949
"376",2,1,"Forced Air","Y",6,3,1940,2018,1969,2,"2018-03-12 00:00:00",687700,1353,"2 Story","Good Quality","Common Brick",1,1,4000
"377",2,1,"Forced Air","Y",8,3,1905,2004,1967,2,"2005-03-28 00:00:00",516800,1836,"2 Story","Above Average","Vinyl Siding",1,0,6400
"378",1,1,"Hot Water Rad","N",6,3,1939,NA,1964,1.75,"2009-12-02 00:00:00",320000,1136,"1.5 Story Fin","Above Average","Common Brick",1,1,7093
"379",1,1,"Forced Air","N",6,3,1946,NA,1960,2,"2003-06-23 00:00:00",202000,1500,"2 Story","Above Average","Common Brick",1,1,5683
"380",3,1,"Forced Air","Y",7,4,1942,2016,1967,2.5,"2018-06-05 00:00:00",724200,1943,"2.5 Story Unfin","Above Average","Common Brick",1,1,5684
"381",2,1,"Hot Water Rad","N",9,3,1937,NA,1967,2,"2005-02-08 00:00:00",418800,1500,"2 Story","Above Average","Common Brick",1,1,4606
"382",1,0,"Warm Cool","Y",3,3,1949,NA,1959,2,"2018-06-01 00:00:00",411900,1334,"2 Story","Above Average","Common Brick",1,1,4599
"383",2,2,"Forced Air","Y",6,3,1949,2013,1971,2,"2013-11-29 00:00:00",549300,1334,"2 Story","Above Average","Common Brick",1,0,3862
"384",2,0,"Hot Water Rad","N",7,3,1923,2010,1967,1.75,"2005-10-06 00:00:00",427400,1443,"2 Story","Above Average","Vinyl Siding",1,1,5063
"385",1,1,"Air Exchng","N",7,3,1907,2005,1964,2.5,"2009-12-29 00:00:00",401400,1336,"2.5 Story Unfin","Average","Vinyl Siding",1,0,6750
"386",4,1,"Warm Cool","Y",7,4,1938,2008,1967,2,"2016-01-08 00:00:00",736900,2065,"2 Story","Above Average","Brick/Siding",1,1,3685
"387",4,1,"Ht Pump","Y",8,5,2016,NA,2017,2,"2016-06-21 00:00:00",799000,2880,"2 Story","Above Average","Face Brick",1,0,5546
"388",4,0,"Forced Air","Y",8,5,1927,2003,1967,2,"2003-07-30 00:00:00",323500,1848,"2 Story","Above Average","Aluminum",1,1,5600
"389",2,0,"Hot Water Rad","N",7,3,1928,1999,1954,1.5,"2017-10-06 00:00:00",440900,1786,"1.5 Story Fin","Average","Vinyl Siding",1,1,2820
"390",2,1,"Warm Cool","Y",6,3,1959,NA,1968,1,"2005-11-23 00:00:00",439300,1326,"1 Story","Average","Common Brick",1,2,5434
"391",2,1,"Warm Cool","Y",8,3,1959,NA,1959,1,"2018-04-27 00:00:00",433700,1326,"1 Story","Average","Common Brick",1,2,5056
"392",2,1,"Warm Cool","Y",7,3,1959,NA,1965,1,"2013-03-20 00:00:00",369900,1480,"1 Story","Average","Common Brick",1,2,5694
"393",2,1,"Warm Cool","Y",6,2,1957,NA,1957,1,"2000-11-28 00:00:00",187500,1344,"1 Story","Average","Common Brick",1,2,5483
"394",3,1,"Forced Air","Y",8,4,1931,2017,1967,2,"2017-06-13 00:00:00",692300,2183,"2 Story","Above Average","Common Brick",1,1,4453
"395",2,2,"Warm Cool","Y",8,4,1932,NA,1954,2,"2017-02-17 00:00:00",511100,1756,"2 Story","Above Average","Common Brick",1,1,5975
"396",3,1,"Forced Air","Y",8,4,1929,2018,1967,2,"2018-03-26 00:00:00",746500,1680,"2 Story","Above Average","Shingle",1,0,5687
"397",2,1,"Warm Cool","Y",7,3,1926,2005,1964,1.75,"2014-09-02 00:00:00",635300,1172,"2 Story","Average","Wood Siding",1,1,6750
"398",2,0,"Hot Water Rad","N",6,3,1929,2004,1967,1.75,"2006-09-11 00:00:00",403900,1087,"1.5 Story Fin","Above Average","Shingle",1,1,5160
"399",3,1,"Forced Air","Y",7,3,1929,2009,1967,2,"2014-06-19 00:00:00",563400,1932,"2 Story","Above Average","Wood Siding",1,1,5621
"400",3,1,"Forced Air","Y",7,4,1925,2015,1967,1.75,"2015-10-26 00:00:00",627100,1112,"2 Story","Above Average","Stone/Siding",1,1,5700
"401",5,0,"Forced Air","Y",9,6,2016,NA,2017,2,"2016-07-28 00:00:00",986200,3628,"2 Story","Good Quality","Brick/Siding",1,2,7500
"402",3,1,"Forced Air","Y",7,3,1915,2013,1967,2.25,"2013-06-11 00:00:00",519700,1878,"2 Story","Above Average","Common Brick",1,0,6500
"403",2,1,"Forced Air","N",6,3,1940,2011,1964,2,"2011-11-18 00:00:00",389000,1299,"2 Story","Above Average","Common Brick",1,0,5507
"404",1,0,"Hot Water Rad","N",6,3,1941,NA,1957,2,"2010-06-30 00:00:00",338800,1407,"2 Story","Above Average","Common Brick",1,0,5003
"405",1,1,"Hot Water Rad","N",6,3,1941,2016,1967,2,"2016-05-16 00:00:00",467300,1407,"2 Story","Above Average","Common Brick",1,0,5003
"406",2,0,"Hot Water Rad","Y",6,4,1941,2009,1967,2,"2012-09-18 00:00:00",412200,1237,"2 Story","Above Average","Common Brick",1,1,4644
"407",1,0,"Hot Water Rad","N",6,3,1929,NA,1947,2,"2012-11-16 00:00:00",323200,1360,"2 Story","Above Average","Shingle",1,0,5891
"408",3,1,"Forced Air","Y",8,3,1932,2017,1967,2,"2017-03-13 00:00:00",685100,1360,"2 Story","Above Average","Aluminum",1,1,5891
"409",1,0,"Hot Water Rad","N",6,2,1925,NA,1943,1.5,"2001-08-01 00:00:00",131100,1157,"1.5 Story Fin","Average","Aluminum",1,1,3584
"410",1,2,"Hot Water Rad","N",6,3,1932,2007,1967,2,"2001-05-15 00:00:00",194300,2040,"2 Story","Above Average","Common Brick",1,1,5176
"411",3,1,"Warm Cool","Y",5,3,1925,2010,1964,2,"2010-03-04 00:00:00",397600,1456,"2 Story","Average","Brick/Siding",1,1,3450
"412",2,1,"Forced Air","N",7,3,1934,NA,1964,2,"2009-08-24 00:00:00",409300,1472,"2 Story","Above Average","Common Brick",1,1,5176
"413",3,1,"Forced Air","Y",8,5,1926,2018,1967,1,"2018-04-12 00:00:00",879300,2288,"2 Story","Above Average","Wood Siding",1,0,4730
"414",1,0,"Warm Cool","Y",5,2,1926,NA,1943,1.25,"1999-06-03 00:00:00",95900,638,"1 Story","Average","Aluminum",1,0,4730
"415",2,1,"Forced Air","Y",7,3,1947,NA,1969,2,"2017-12-26 00:00:00",638600,1450,"2 Story","Above Average","Common Brick",1,0,4000
"416",1,0,"Hot Water Rad","N",7,3,1946,1987,1960,2,"2008-12-11 00:00:00",352000,1200,"2 Story","Above Average","Common Brick",1,0,3440
"417",1,0,"Hot Water Rad","N",6,3,1944,NA,1958,2,"2000-04-13 00:00:00",140100,1200,"2 Story","Above Average","Common Brick",1,0,3440
"418",2,1,"Hot Water Rad","Y",8,4,1941,NA,1960,2,"2003-09-29 00:00:00",419900,1343,"2 Story","Good Quality","Common Brick",1,2,4800
"419",2,1,"Hot Water Rad","Y",7,4,1905,2004,1964,2.5,"2005-01-27 00:00:00",525900,2036,"2.5 Story Unfin","Above Average","Wood Siding",1,1,3520
"420",1,0,"Forced Air","Y",6,2,1940,NA,1961,1,"2006-06-15 00:00:00",361200,988,"1 Story","Average","Stucco",1,0,6750
"421",3,1,"Forced Air","Y",7,3,1940,2014,1967,2,"2015-05-06 00:00:00",706800,1848,"2 Story","Above Average","Wood Siding",1,0,3983
"422",2,0,"Warm Cool","Y",6,3,1993,NA,1999,1,"2015-06-05 00:00:00",558400,1240,"1 Story","Good Quality","Common Brick",1,0,5000
"423",3,0,"Hot Water Rad","N",9,3,1930,NA,1957,2.5,"2000-03-20 00:00:00",155400,2099,"2.5 Story Fin","Good Quality","Stucco",1,0,3400
"424",1,1,"Hot Water Rad","N",8,4,1940,NA,1954,2,"2018-05-29 00:00:00",471200,1710,"2 Story","Above Average","Common Brick",1,0,3652
"425",2,2,"Hot Water Rad","N",4,3,1937,NA,1967,2,"2006-07-13 00:00:00",486500,1840,"2 Story","Above Average","Common Brick",1,2,6241
"426",2,1,"Hot Water Rad","Y",8,3,1938,1989,1947,2,"2002-04-03 00:00:00",221900,1559,"2 Story","Above Average","Common Brick",1,1,4246
"427",2,0,"Forced Air","Y",7,4,1939,2014,1967,1.75,"2015-05-19 00:00:00",541100,1301,"2 Story","Above Average","Common Brick",1,1,4881
"428",1,1,"Hot Water Rad","N",6,3,1939,NA,1957,2,"1998-07-16 00:00:00",118300,1159,"2 Story","Above Average","Common Brick",1,1,4934
"429",1,1,"Warm Cool","Y",6,3,1923,NA,1957,2,"2000-03-20 00:00:00",32100,1266,"2 Story","Above Average","Vinyl Siding",1,1,3450
"430",3,1,"Ht Pump","Y",6,3,1923,2014,1967,2,"2014-08-20 00:00:00",586500,1269,"2 Story","Above Average","Hardboard",1,0,3450
"431",2,1,"Hot Water Rad","Y",7,3,1945,2012,1968,2,"2013-04-19 00:00:00",471300,1200,"2 Story","Above Average","Common Brick",1,0,3200
"432",2,0,"Hot Water Rad","N",7,2,1918,NA,1954,1.75,"2007-11-14 00:00:00",417800,1561,"2 Story","Average","Vinyl Siding",1,1,6350
"433",4,1,"Forced Air","Y",8,4,1928,2013,1967,2,"2016-04-12 00:00:00",718300,2406,"2 Story","Above Average","Aluminum",1,1,3825
"434",1,0,"Hot Water Rad","N",5,3,1927,NA,1954,1.5,"2004-06-29 00:00:00",231600,1656,"1.5 Story Fin","Average","Common Brick",1,0,3825
"435",3,0,"Hot Water Rad","N",8,5,1923,NA,1967,2,"2000-07-13 00:00:00",172700,2064,"2 Story","Above Average","Vinyl Siding",1,1,4017
"436",2,0,"Forced Air","Y",7,4,1923,2006,1964,2,"2007-07-03 00:00:00",571400,2272,"2 Story","Average","Shingle",1,0,5080
"437",3,1,"Forced Air","Y",8,5,1923,2011,1984,2,"2011-12-29 00:00:00",629500,2189,"2 Story","Above Average","Stone/Siding",1,1,5080
"438",2,1,"Forced Air","Y",9,6,1926,2007,1967,2.25,"2009-09-08 00:00:00",363500,1850,"2 Story","Above Average","Vinyl Siding",1,1,4830
"439",3,2,"Forced Air","Y",8,4,2012,NA,2014,3,"2012-07-06 00:00:00",525600,2964,"3 Story","Above Average","Vinyl Siding",1,0,5190
"440",1,1,"Hot Water Rad","N",7,3,1936,1988,1957,2,"1993-09-28 00:00:00",166200,1300,"2 Story","Above Average","Common Brick",1,1,5888
"441",2,2,"Warm Cool","Y",7,3,1936,2007,1980,2,"2006-10-18 00:00:00",506600,1232,"2 Story","Above Average","Common Brick",1,1,4258
"442",2,1,"Hot Water Rad","N",7,3,1931,NA,1984,2,"2006-01-10 00:00:00",637500,2422,"2 Story","Above Average","Brick/Siding",1,3,6390
"443",3,0,"Hot Water Rad","N",6,3,1936,NA,1967,2,"1999-05-03 00:00:00",189300,1524,"2 Story","Above Average","Common Brick",1,1,6674
"444",3,0,"Hot Water Rad","Y",8,4,1923,2009,1964,2,"2015-03-02 00:00:00",656600,1786,"2 Story","Average","Wood Siding",1,1,5080
"445",2,0,"Hot Water Rad","N",9,6,1927,NA,1954,2.5,"2017-11-17 00:00:00",668200,2968,"2.5 Story Fin","Very Good","Common Brick",1,1,2520
"446",3,1,"Forced Air","Y",7,3,1933,2013,1967,2,"2013-07-22 00:00:00",573000,1618,"2 Story","Above Average","Common Brick",1,0,6020
"447",1,0,"Forced Air","Y",4,2,1941,NA,1964,1,"2001-03-29 00:00:00",116100,824,"1 Story","Average","Shingle",1,0,5000
"448",3,1,"Forced Air","Y",7,4,1900,2006,1967,2,"2014-03-19 00:00:00",605600,2638,"2 Story","Above Average","Stucco",1,0,10980
"449",3,0,"Forced Air","N",7,4,1900,2010,1967,2.25,"2014-03-18 00:00:00",446600,1919,"2 Story","Above Average","Vinyl Siding",1,1,7500
"450",1,1,"Hot Water Rad","N",7,4,1913,1940,1967,2.5,"2005-08-24 00:00:00",448200,2027,"2.5 Story Fin","Above Average","Vinyl Siding",1,0,6000
"451",2,1,"Forced Air","Y",6,3,1940,NA,1957,2.25,"1997-11-24 00:00:00",132200,2014,"2.5 Story Unfin","Above Average","Common Brick",1,1,4638
"452",1,1,"Hot Water Rad","N",6,3,1941,NA,1954,2,"2015-09-21 00:00:00",400600,1232,"2 Story","Average","Common Brick",1,1,6375
"453",2,0,"Warm Cool","Y",6,3,1936,1970,1967,2,"2018-02-23 00:00:00",583400,1518,"2 Story","Above Average","Common Brick",1,1,3400
"454",2,1,"Hot Water Rad","N",7,3,1937,NA,1947,2,"2011-08-02 00:00:00",327900,1610,"2 Story","Above Average","Common Brick",1,1,5810
"455",2,0,"Warm Cool","Y",6,3,1939,NA,1947,2,"2000-03-10 00:00:00",151100,1460,"2 Story","Above Average","Common Brick",1,1,3783
"456",2,1,"Hot Water Rad","N",9,4,1924,NA,1954,2,"1998-12-03 00:00:00",142400,1872,"2 Story","Average","Wood Siding",1,0,6315
"457",2,2,"Hot Water Rad","N",7,3,1936,1961,1954,1.5,"2016-09-29 00:00:00",471700,1200,"1.5 Story Fin","Average","Common Brick",1,1,2400
"458",2,1,"Warm Cool","Y",8,3,1910,2001,1964,2.5,"2002-08-28 00:00:00",297500,1958,"2.5 Story Fin","Average","Vinyl Siding",1,1,6400
"459",3,0,"Forced Air","Y",6,4,1925,2005,1967,2,"2013-03-08 00:00:00",659600,2150,"2 Story","Above Average","Wood Siding",1,0,3200
"460",2,0,"Hot Water Rad","N",7,4,1926,2008,1964,1.5,"2008-05-29 00:00:00",472100,1669,"1.5 Story Fin","Average","Wood Siding",1,1,4800
"461",2,0,"Forced Air","Y",7,3,1940,2005,1957,2,"2000-03-31 00:00:00",82300,1878,"2 Story","Above Average","Common Brick",1,1,3037
"462",2,1,"Forced Air","Y",6,3,1932,2008,1967,2,"2014-10-10 00:00:00",653000,1782,"2 Story","Above Average","Common Brick",2,1,6400
"463",2,0,"Warm Cool","Y",6,3,1958,1996,1977,2,"2016-02-22 00:00:00",613500,1720,"2 Story","Above Average","Brick/Siding",1,1,7005
"464",2,0,"Hot Water Rad","N",6,3,1923,NA,1957,2,"2007-06-20 00:00:00",430900,1426,"2 Story","Above Average","Wood Siding",1,0,6400
"465",2,1,"Warm Cool","Y",9,4,1916,2002,1967,2.5,"2003-03-07 00:00:00",317500,2015,"2.5 Story Fin","Above Average","Vinyl Siding",1,1,6375
"466",1,2,"Hot Water Rad","N",7,3,1916,1967,1967,2,"2017-06-26 00:00:00",652500,1543,"2 Story","Above Average","Aluminum",1,0,6375
"467",1,1,"Hot Water Rad","Y",5,3,1905,1991,1967,2.25,"2013-04-23 00:00:00",549600,1962,"2 Story","Above Average","Wood Siding",1,1,6375
"468",3,1,"Warm Cool","Y",12,4,1925,2005,1967,2.5,"2005-02-02 00:00:00",522700,3125,"2.5 Story Fin","Above Average","Vinyl Siding",1,0,3825
"469",3,0,"Warm Cool","Y",6,4,1950,2016,1971,2,"2016-12-09 00:00:00",674800,1544,"2 Story","Above Average","Common Brick",1,1,4900
"470",2,0,"Warm Cool","Y",6,3,1950,NA,1960,2,"1997-03-10 00:00:00",157900,1400,"2 Story","Above Average","Common Brick",1,1,5100
"471",5,3,"Forced Air","Y",9,6,1909,2006,1980,2.25,"2002-08-07 00:00:00",267600,4571,"2 Story","Above Average","Vinyl Siding",1,0,5250
"472",2,0,"Hot Water Rad","N",7,4,1921,NA,1957,2,"2007-07-11 00:00:00",420500,2208,"2 Story","Above Average","Wood Siding",1,1,10200
"473",2,1,"Warm Cool","N",7,3,1937,NA,1947,2,"2001-04-10 00:00:00",218800,1842,"2 Story","Above Average","Common Brick",1,1,6537
"474",1,1,"Warm Cool","Y",6,3,1948,2012,1970,2,"2012-10-02 00:00:00",392800,1372,"2 Story","Above Average","Brick/Siding",1,1,4039
"475",1,0,"Warm Cool","Y",6,3,1948,NA,1948,2,"2000-12-15 00:00:00",161300,1134,"2 Story","Average","Common Brick",1,1,4043
"476",1,1,"Warm Cool","Y",7,3,1980,1990,1987,2,"2002-08-28 00:00:00",242900,1318,"2 Story","Average","Common Brick",1,1,4001
"477",1,1,"Forced Air","N",7,3,1948,NA,1958,2,"2018-01-11 00:00:00",463100,1134,"2 Story","Average","Common Brick",1,0,4185
"478",1,1,"Forced Air","N",6,3,1948,NA,1970,2,"2003-03-31 00:00:00",265000,1400,"2 Story","Above Average","Common Brick",1,1,4938
"479",1,1,"Warm Cool","Y",6,3,1948,NA,1967,2,"2004-03-12 00:00:00",267800,1400,"2 Story","Above Average","Common Brick",1,1,4938
"480",1,1,"Warm Cool","Y",7,3,1948,NA,1952,2,"1998-12-18 00:00:00",162300,1400,"2 Story","Above Average","Common Brick",1,1,4938
"481",1,1,"Warm Cool","Y",9,3,1908,1961,1954,2.25,"1995-07-17 00:00:00",131000,1920,"2.5 Story Fin","Average","Vinyl Siding",1,0,6400
"482",3,0,"Warm Cool","Y",7,3,1941,NA,1967,2.5,"2004-04-08 00:00:00",398900,1928,"2.5 Story Fin","Good Quality","Common Brick",1,1,4000
"483",3,1,"Forced Air","Y",6,3,1950,2013,1971,2,"2013-09-12 00:00:00",548200,1976,"2 Story","Above Average","Common Brick",1,1,4378
"484",2,0,"Warm Cool","Y",6,3,1950,NA,1953,2,"1999-02-02 00:00:00",156500,1400,"2 Story","Above Average","Common Brick",1,1,4378
"485",1,1,"Warm Cool","Y",6,3,1950,NA,1953,2,"2002-03-06 00:00:00",198500,1400,"2 Story","Above Average","Common Brick",1,1,4378
"486",2,1,"Warm Cool","Y",6,3,1950,1970,1969,2,"2010-05-20 00:00:00",324400,1400,"2 Story","Above Average","Common Brick",1,1,4378
"487",3,1,"Warm Cool","Y",8,4,1929,2004,1969,2.5,"2007-08-07 00:00:00",526000,1764,"2.5 Story Fin","Good Quality","Vinyl Siding",1,1,6300
"488",2,1,"Forced Air","N",6,3,1924,NA,1964,2,"2005-01-05 00:00:00",271700,1431,"2 Story","Average","Common Brick",1,0,4725
"489",3,1,"Forced Air","Y",7,4,1916,2015,1967,2.25,"2016-02-04 00:00:00",666300,1531,"2 Story","Above Average","Vinyl Siding",1,0,4600
"490",2,0,"Hot Water Rad","N",5,3,1923,NA,1957,2,"2017-12-04 00:00:00",453000,1472,"2 Story","Above Average","Concrete",1,1,4025
"491",1,1,"Hot Water Rad","N",6,3,1938,NA,1957,2,"2018-01-31 00:00:00",453600,1373,"2 Story","Above Average","Common Brick",1,2,6143
"492",2,1,"Warm Cool","Y",4,3,1949,NA,1962,2,"2000-10-06 00:00:00",221400,1730,"2 Story","Above Average","Common Brick",1,2,9448
"493",1,1,"Warm Cool","Y",7,3,1952,NA,1964,2,"1999-03-12 00:00:00",106000,1600,"2 Story","Above Average","Common Brick",1,1,4151
"494",1,1,"Warm Cool","Y",6,3,1952,NA,1964,2,"1993-10-04 00:00:00",131100,1600,"2 Story","Above Average","Common Brick",1,1,4151
"495",2,1,"Forced Air","Y",8,5,1912,2014,1967,2.25,"2014-08-21 00:00:00",598100,1754,"2 Story","Above Average","Wood Siding",2,1,5208
"496",2,1,"Forced Air","Y",6,3,1913,2012,1964,2.25,"1993-08-30 00:00:00",123100,1594,"2 Story","Average","Vinyl Siding",1,0,6350
"497",1,0,"Hot Water Rad","Y",6,3,1951,NA,1970,2,"2017-08-24 00:00:00",4e+05,1065,"2 Story","Average","Brick/Siding",1,0,2767
"498",1,0,"Forced Air","Y",6,3,1951,NA,1970,2,"2018-06-27 00:00:00",422400,1095,"2 Story","Average","Brick/Siding",1,0,3448
"499",1,0,"Forced Air","N",6,3,1951,NA,1961,2,"2012-01-04 00:00:00",206900,915,"2 Story","Average","Brick/Siding",1,0,3555
"500",2,1,"Forced Air","Y",7,4,1939,2011,1964,2,"2017-04-20 00:00:00",594400,1980,"2 Story","Average","Common Brick",1,0,6412
"501",3,1,"Forced Air","Y",8,4,1927,2016,1967,2,"2016-11-16 00:00:00",681600,1448,"2 Story","Above Average","Vinyl Siding",1,0,4135
"502",1,1,"Hot Water Rad","N",7,3,1933,NA,1967,2,"1993-06-11 00:00:00",155800,1600,"2 Story","Above Average","Vinyl Siding",1,1,5200
"503",3,0,"Forced Air","Y",7,4,1939,2008,1967,2.25,"2014-10-24 00:00:00",530400,1294,"2 Story","Above Average","Common Brick",1,2,4334
"504",3,1,"Forced Air","Y",7,4,1932,2012,1967,2,"2013-01-11 00:00:00",430800,1376,"2 Story","Above Average","Common Brick",1,1,2967
"505",3,1,"Forced Air","Y",7,3,1905,2014,1967,2,"2014-10-14 00:00:00",591600,1900,"2 Story","Above Average","Vinyl Siding",1,0,3500
"506",2,0,"Hot Water Rad","N",6,3,1912,1974,1957,1.75,"2005-01-26 00:00:00",202000,1260,"2 Story","Above Average","Wood Siding",1,0,9146
"507",3,1,"Hot Water Rad","Y",6,5,1925,2016,1972,2,"2016-10-31 00:00:00",766000,1686,"2 Story","Very Good","Shingle",1,1,5847
"508",3,1,"Forced Air","Y",7,4,1920,2015,1969,2,"2015-12-03 00:00:00",679500,1506,"2 Story","Good Quality","Stucco",1,1,4500
"509",2,2,"Warm Cool","Y",6,3,1988,NA,1996,2,"1993-04-15 00:00:00",122800,1296,"2 Story","Average","Vinyl Siding",1,2,8531
"510",1,1,"Forced Air","N",6,3,1913,2016,1967,2,"2016-06-20 00:00:00",489400,1356,"2 Story","Above Average","Vinyl Siding",1,1,9119
"511",1,0,"Hot Water Rad","N",6,2,1914,NA,1954,1.25,"2004-05-28 00:00:00",237900,1200,"1.5 Story Fin","Average","Aluminum",1,1,8000
"512",3,1,"Forced Air","Y",8,6,1958,2017,1977,2.25,"2018-03-07 00:00:00",884100,2574,"2 Story","Above Average","Vinyl Siding",2,0,8000
"513",1,0,"Hot Water Rad","N",7,3,1929,NA,1967,2,"2000-08-03 00:00:00",193600,1988,"2 Story","Above Average","Common Brick",1,1,7106
"514",3,0,"Forced Air","Y",7,4,1923,2006,1964,2,"1995-07-06 00:00:00",120300,2233,"2 Story","Average","Vinyl Siding",1,1,4004
"515",2,0,"Forced Air","Y",6,3,1930,2014,1967,2,"2014-09-19 00:00:00",498600,1531,"2 Story","Above Average","Stucco",1,1,5325
"516",4,0,"Forced Air","Y",9,5,1923,2017,1978,2.5,"2017-08-28 00:00:00",898100,2364,"2.5 Story Fin","Average","Vinyl Siding",2,1,5325
"517",1,1,"Hot Water Rad","N",8,3,1927,NA,1954,2,"2017-04-18 00:00:00",424200,1418,"2 Story","Average","Brick Veneer",1,1,3995
"518",2,0,"Forced Air","Y",6,3,1924,2010,1964,2,"2015-06-24 00:00:00",538100,1250,"2 Story","Average","Aluminum",1,0,4927
"519",1,1,"Hot Water Rad","N",8,3,1928,NA,1954,1.75,"2018-07-12 00:00:00",597800,1037,"2 Story","Average","Stucco",1,1,3500
"520",1,0,"Hot Water Rad","N",6,3,1928,NA,1964,1.75,"2008-02-08 00:00:00",4e+05,1043,"2 Story","Average","Vinyl Siding",1,1,3500
"521",1,2,"Forced Air","Y",6,3,1955,NA,1970,1,"2010-08-11 00:00:00",313100,1035,"1 Story","Average","Common Brick",1,1,4662
"522",2,0,"Forced Air","Y",6,3,1956,NA,1976,1,"2003-11-26 00:00:00",242000,1154,"1 Story","Above Average","Common Brick",1,1,5257
"523",2,0,"Hot Water Rad","N",6,6,1932,NA,1961,1.25,"2007-12-17 00:00:00",373900,952,"1.5 Story Fin","Average","Aluminum",1,1,3816
"524",1,2,"Hot Water Rad","N",6,3,1930,NA,1957,2.25,"2009-08-24 00:00:00",333100,1531,"2 Story","Above Average","Wood Siding",1,1,2484
"525",2,0,"Hot Water Rad","Y",6,3,1928,2012,1967,2,"2017-06-01 00:00:00",517000,1399,"2 Story","Above Average","Stucco",1,1,3402
"526",1,1,"Warm Cool","Y",8,4,1925,NA,1964,2,"1996-02-09 00:00:00",129200,1848,"2 Story","Average","Common Brick",1,0,7100
"527",1,1,"Hot Water Rad","N",8,3,1925,NA,1957,2,"1992-06-26 00:00:00",124800,1600,"2 Story","Average","Wood Siding",1,1,3882
"528",2,1,"Forced Air","Y",6,3,1927,2010,1964,2,"2015-09-16 00:00:00",566100,1230,"2 Story","Average","Vinyl Siding",1,0,2594
